,label,model,nFeatures,truePos,trueNeg,falsePos,falseNeg,testIndex
70,phq,RF,4,1,0,0,0,1
71,phq,XG,4,1,0,0,0,1
72,phq,NB,5,0,0,0,1,1
73,phq,LR1,5,0,0,0,1,1
74,phq,SVC1,5,0,0,0,1,1
75,phq,kNN5,5,1,0,0,0,1
76,phq,RF,5,1,0,0,0,1
77,phq,XG,5,1,0,0,0,1
78,phq,NB,6,0,0,0,1,1
79,phq,LR1,6,1,0,0,0,1
80,phq,SVC1,6,0,0,0,1,1
81,phq,kNN5,6,1,0,0,0,1
82,phq,RF,6,1,0,0,0,1
83,phq,XG,6,1,0,0,0,1
84,phq,NB,7,0,0,0,1,1
85,phq,LR1,7,1,0,0,0,1
86,phq,SVC1,7,0,0,0,1,1
87,phq,kNN5,7,1,0,0,0,1
88,phq,RF,7,1,0,0,0,1
89,phq,XG,7,1,0,0,0,1
90,phq,NB,8,1,0,0,0,1
91,phq,LR1,8,1,0,0,0,1
92,phq,SVC1,8,0,0,0,1,1
93,phq,kNN5,8,1,0,0,0,1
94,phq,RF,8,1,0,0,0,1
95,phq,XG,8,1,0,0,0,1
96,phq,NB,1,0,1,0,0,2
97,phq,LR1,1,0,1,0,0,2
98,phq,SVC1,1,0,0,1,0,2
99,phq,kNN5,1,0,0,1,0,2
100,phq,RF,1,0,0,1,0,2
101,phq,XG,1,0,0,1,0,2
102,phq,NB,2,0,0,1,0,2
103,phq,LR1,2,0,1,0,0,2
104,phq,SVC1,2,0,0,1,0,2
105,phq,kNN5,2,0,0,1,0,2
106,phq,RF,2,0,0,1,0,2
107,phq,XG,2,0,0,1,0,2
108,phq,NB,3,0,0,1,0,2
109,phq,LR1,3,0,0,1,0,2
110,phq,SVC1,3,0,0,1,0,2
111,phq,kNN5,3,0,0,1,0,2
112,phq,RF,3,0,0,1,0,2
113,phq,XG,3,0,0,1,0,2
114,phq,NB,4,0,0,1,0,2
115,phq,LR1,4,0,0,1,0,2
116,phq,SVC1,4,0,0,1,0,2
117,phq,kNN5,4,0,0,1,0,2
118,phq,RF,4,0,0,1,0,2
119,phq,XG,4,0,0,1,0,2
120,phq,NB,5,0,0,1,0,2
121,phq,LR1,5,0,0,1,0,2
122,phq,SVC1,5,0,0,1,0,2
123,phq,kNN5,5,0,0,1,0,2
124,phq,RF,5,0,0,1,0,2
125,phq,XG,5,0,0,1,0,2
126,phq,NB,6,0,0,1,0,2
127,phq,LR1,6,0,0,1,0,2
128,phq,SVC1,6,0,0,1,0,2
129,phq,kNN5,6,0,0,1,0,2
130,phq,RF,6,0,0,1,0,2
131,phq,XG,6,0,0,1,0,2
132,phq,NB,7,0,0,1,0,2
133,phq,LR1,7,0,0,1,0,2
134,phq,SVC1,7,0,0,1,0,2
135,phq,kNN5,7,0,0,1,0,2
136,phq,RF,7,0,0,1,0,2
137,phq,XG,7,0,0,1,0,2
138,phq,NB,8,0,1,0,0,2
139,phq,LR1,8,0,0,1,0,2
140,phq,SVC1,8,0,0,1,0,2
141,phq,kNN5,8,0,0,1,0,2
142,phq,RF,8,0,0,1,0,2
143,phq,XG,8,0,0,1,0,2
144,phq,NB,1,1,0,0,0,3
145,phq,LR1,1,1,0,0,0,3
146,phq,SVC1,1,0,0,0,1,3
147,phq,kNN5,1,0,0,0,1,3
148,phq,RF,1,0,0,0,1,3
149,phq,XG,1,0,0,0,1,3
150,phq,NB,2,1,0,0,0,3
151,phq,LR1,2,1,0,0,0,3
152,phq,SVC1,2,0,0,0,1,3
153,phq,kNN5,2,0,0,0,1,3
154,phq,RF,2,0,0,0,1,3
155,phq,XG,2,0,0,0,1,3
156,phq,NB,3,1,0,0,0,3
157,phq,LR1,3,1,0,0,0,3
158,phq,SVC1,3,1,0,0,0,3
159,phq,kNN5,3,1,0,0,0,3
160,phq,RF,3,1,0,0,0,3
161,phq,XG,3,0,0,0,1,3
162,phq,NB,4,1,0,0,0,3
163,phq,LR1,4,1,0,0,0,3
164,phq,SVC1,4,1,0,0,0,3
165,phq,kNN5,4,1,0,0,0,3
166,phq,RF,4,0,0,0,1,3
167,phq,XG,4,0,0,0,1,3
168,phq,NB,5,1,0,0,0,3
169,phq,LR1,5,1,0,0,0,3
170,phq,SVC1,5,1,0,0,0,3
171,phq,kNN5,5,1,0,0,0,3
172,phq,RF,5,0,0,0,1,3
173,phq,XG,5,0,0,0,1,3
174,phq,NB,6,1,0,0,0,3
175,phq,LR1,6,1,0,0,0,3
176,phq,SVC1,6,1,0,0,0,3
177,phq,kNN5,6,1,0,0,0,3
178,phq,RF,6,0,0,0,1,3
179,phq,XG,6,0,0,0,1,3
180,phq,NB,7,1,0,0,0,3
181,phq,LR1,7,1,0,0,0,3
182,phq,SVC1,7,1,0,0,0,3
183,phq,kNN5,7,1,0,0,0,3
184,phq,RF,7,0,0,0,1,3
185,phq,XG,7,0,0,0,1,3
186,phq,NB,8,1,0,0,0,3
187,phq,LR1,8,1,0,0,0,3
188,phq,SVC1,8,1,0,0,0,3
189,phq,kNN5,8,1,0,0,0,3
190,phq,RF,8,0,0,0,1,3
191,phq,XG,8,0,0,0,1,3
192,phq,NB,1,1,0,0,0,4
193,phq,LR1,1,0,0,0,1,4
194,phq,SVC1,1,1,0,0,0,4
195,phq,kNN5,1,1,0,0,0,4
196,phq,RF,1,1,0,0,0,4
197,phq,XG,1,1,0,0,0,4
198,phq,NB,2,1,0,0,0,4
199,phq,LR1,2,1,0,0,0,4
200,phq,SVC1,2,1,0,0,0,4
201,phq,kNN5,2,1,0,0,0,4
202,phq,RF,2,1,0,0,0,4
203,phq,XG,2,1,0,0,0,4
204,phq,NB,3,1,0,0,0,4
205,phq,LR1,3,1,0,0,0,4
206,phq,SVC1,3,1,0,0,0,4
207,phq,kNN5,3,1,0,0,0,4
208,phq,RF,3,1,0,0,0,4
209,phq,XG,3,1,0,0,0,4
210,phq,NB,4,1,0,0,0,4
211,phq,LR1,4,1,0,0,0,4
212,phq,SVC1,4,1,0,0,0,4
213,phq,kNN5,4,1,0,0,0,4
214,phq,RF,4,1,0,0,0,4
215,phq,XG,4,1,0,0,0,4
216,phq,NB,5,1,0,0,0,4
217,phq,LR1,5,1,0,0,0,4
218,phq,SVC1,5,1,0,0,0,4
219,phq,kNN5,5,1,0,0,0,4
220,phq,RF,5,1,0,0,0,4
221,phq,XG,5,1,0,0,0,4
222,phq,NB,6,1,0,0,0,4
223,phq,LR1,6,1,0,0,0,4
224,phq,SVC1,6,1,0,0,0,4
225,phq,kNN5,6,1,0,0,0,4
226,phq,RF,6,1,0,0,0,4
227,phq,XG,6,1,0,0,0,4
228,phq,NB,7,1,0,0,0,4
229,phq,LR1,7,1,0,0,0,4
230,phq,SVC1,7,1,0,0,0,4
231,phq,kNN5,7,1,0,0,0,4
232,phq,RF,7,1,0,0,0,4
233,phq,XG,7,1,0,0,0,4
234,phq,NB,8,1,0,0,0,4
235,phq,LR1,8,1,0,0,0,4
236,phq,SVC1,8,1,0,0,0,4
237,phq,kNN5,8,1,0,0,0,4
238,phq,RF,8,1,0,0,0,4
239,phq,XG,8,1,0,0,0,4
240,phq,NB,1,0,0,1,0,5
241,phq,LR1,1,0,0,1,0,5
242,phq,SVC1,1,0,0,1,0,5
243,phq,kNN5,1,0,0,1,0,5
244,phq,RF,1,0,1,0,0,5
245,phq,XG,1,0,1,0,0,5
246,phq,NB,2,0,0,1,0,5
247,phq,LR1,2,0,0,1,0,5
248,phq,SVC1,2,0,0,1,0,5
249,phq,kNN5,2,0,0,1,0,5
250,phq,RF,2,0,0,1,0,5
251,phq,XG,2,0,0,1,0,5
252,phq,NB,3,0,0,1,0,5
253,phq,LR1,3,0,0,1,0,5
254,phq,SVC1,3,0,0,1,0,5
255,phq,kNN5,3,0,0,1,0,5
256,phq,RF,3,0,0,1,0,5
257,phq,XG,3,0,0,1,0,5
258,phq,NB,4,0,0,1,0,5
259,phq,LR1,4,0,0,1,0,5
260,phq,SVC1,4,0,0,1,0,5
261,phq,kNN5,4,0,0,1,0,5
262,phq,RF,4,0,0,1,0,5
263,phq,XG,4,0,0,1,0,5
264,phq,NB,5,0,0,1,0,5
265,phq,LR1,5,0,0,1,0,5
266,phq,SVC1,5,0,0,1,0,5
267,phq,kNN5,5,0,0,1,0,5
268,phq,RF,5,0,0,1,0,5
269,phq,XG,5,0,0,1,0,5
270,phq,NB,6,0,0,1,0,5
271,phq,LR1,6,0,0,1,0,5
272,phq,SVC1,6,0,0,1,0,5
273,phq,kNN5,6,0,0,1,0,5
274,phq,RF,6,0,0,1,0,5
275,phq,XG,6,0,0,1,0,5
276,phq,NB,7,0,0,1,0,5
277,phq,LR1,7,0,0,1,0,5
278,phq,SVC1,7,0,0,1,0,5
279,phq,kNN5,7,0,0,1,0,5
280,phq,RF,7,0,0,1,0,5
281,phq,XG,7,0,0,1,0,5
282,phq,NB,8,0,0,1,0,5
283,phq,LR1,8,0,0,1,0,5
284,phq,SVC1,8,0,0,1,0,5
285,phq,kNN5,8,0,0,1,0,5
286,phq,RF,8,0,0,1,0,5
287,phq,XG,8,0,0,1,0,5
288,phq,NB,1,1,0,0,0,6
289,phq,LR1,1,1,0,0,0,6
290,phq,SVC1,1,0,0,0,1,6
291,phq,kNN5,1,0,0,0,1,6
292,phq,RF,1,1,0,0,0,6
293,phq,XG,1,1,0,0,0,6
294,phq,NB,2,1,0,0,0,6
295,phq,LR1,2,1,0,0,0,6
296,phq,SVC1,2,1,0,0,0,6
297,phq,kNN5,2,1,0,0,0,6
298,phq,RF,2,1,0,0,0,6
299,phq,XG,2,1,0,0,0,6
300,phq,NB,3,0,0,0,1,6
301,phq,LR1,3,1,0,0,0,6
302,phq,SVC1,3,0,0,0,1,6
303,phq,kNN5,3,1,0,0,0,6
304,phq,RF,3,1,0,0,0,6
305,phq,XG,3,1,0,0,0,6
306,phq,NB,4,0,0,0,1,6
307,phq,LR1,4,0,0,0,1,6
308,phq,SVC1,4,0,0,0,1,6
309,phq,kNN5,4,1,0,0,0,6
310,phq,RF,4,1,0,0,0,6
311,phq,XG,4,1,0,0,0,6
312,phq,NB,5,0,0,0,1,6
313,phq,LR1,5,1,0,0,0,6
314,phq,SVC1,5,0,0,0,1,6
315,phq,kNN5,5,1,0,0,0,6
316,phq,RF,5,1,0,0,0,6
317,phq,XG,5,1,0,0,0,6
318,phq,NB,6,0,0,0,1,6
319,phq,LR1,6,1,0,0,0,6
320,phq,SVC1,6,0,0,0,1,6
321,phq,kNN5,6,1,0,0,0,6
322,phq,RF,6,1,0,0,0,6
323,phq,XG,6,0,0,0,1,6
324,phq,NB,7,0,0,0,1,6
325,phq,LR1,7,1,0,0,0,6
326,phq,SVC1,7,0,0,0,1,6
327,phq,kNN5,7,1,0,0,0,6
328,phq,RF,7,1,0,0,0,6
329,phq,XG,7,0,0,0,1,6
330,phq,NB,8,0,0,0,1,6
331,phq,LR1,8,1,0,0,0,6
332,phq,SVC1,8,0,0,0,1,6
333,phq,kNN5,8,1,0,0,0,6
334,phq,RF,8,1,0,0,0,6
335,phq,XG,8,0,0,0,1,6
336,phq,NB,1,0,0,1,0,7
337,phq,LR1,1,0,0,1,0,7
338,phq,SVC1,1,0,1,0,0,7
339,phq,kNN5,1,0,0,1,0,7
340,phq,RF,1,0,1,0,0,7
341,phq,XG,1,0,1,0,0,7
342,phq,NB,2,0,0,1,0,7
343,phq,LR1,2,0,0,1,0,7
344,phq,SVC1,2,0,0,1,0,7
345,phq,kNN5,2,0,0,1,0,7
346,phq,RF,2,0,1,0,0,7
347,phq,XG,2,0,1,0,0,7
348,phq,NB,3,0,0,1,0,7
349,phq,LR1,3,0,0,1,0,7
350,phq,SVC1,3,0,1,0,0,7
351,phq,kNN5,3,0,0,1,0,7
352,phq,RF,3,0,0,1,0,7
353,phq,XG,3,0,1,0,0,7
354,phq,NB,4,0,0,1,0,7
355,phq,LR1,4,0,0,1,0,7
356,phq,SVC1,4,0,1,0,0,7
357,phq,kNN5,4,0,0,1,0,7
358,phq,RF,4,0,0,1,0,7
359,phq,XG,4,0,0,1,0,7
360,phq,NB,5,0,0,1,0,7
361,phq,LR1,5,0,0,1,0,7
362,phq,SVC1,5,0,0,1,0,7
363,phq,kNN5,5,0,0,1,0,7
364,phq,RF,5,0,0,1,0,7
365,phq,XG,5,0,0,1,0,7
366,phq,NB,6,0,0,1,0,7
367,phq,LR1,6,0,0,1,0,7
368,phq,SVC1,6,0,0,1,0,7
369,phq,kNN5,6,0,0,1,0,7
370,phq,RF,6,0,0,1,0,7
371,phq,XG,6,0,0,1,0,7
372,phq,NB,7,0,0,1,0,7
373,phq,LR1,7,0,0,1,0,7
374,phq,SVC1,7,0,0,1,0,7
375,phq,kNN5,7,0,0,1,0,7
376,phq,RF,7,0,0,1,0,7
377,phq,XG,7,0,0,1,0,7
378,phq,NB,8,0,0,1,0,7
379,phq,LR1,8,0,0,1,0,7
380,phq,SVC1,8,0,0,1,0,7
381,phq,kNN5,8,0,0,1,0,7
382,phq,RF,8,0,0,1,0,7
383,phq,XG,8,0,0,1,0,7
384,phq,NB,1,0,0,1,0,8
385,phq,LR1,1,0,1,0,0,8
386,phq,SVC1,1,0,1,0,0,8
387,phq,kNN5,1,0,0,1,0,8
388,phq,RF,1,0,1,0,0,8
389,phq,XG,1,0,1,0,0,8
390,phq,NB,2,0,0,1,0,8
391,phq,LR1,2,0,0,1,0,8
392,phq,SVC1,2,0,1,0,0,8
393,phq,kNN5,2,0,1,0,0,8
394,phq,RF,2,0,1,0,0,8
395,phq,XG,2,0,1,0,0,8
396,phq,NB,3,0,0,1,0,8
397,phq,LR1,3,0,0,1,0,8
398,phq,SVC1,3,0,0,1,0,8
399,phq,kNN5,3,0,0,1,0,8
400,phq,RF,3,0,0,1,0,8
401,phq,XG,3,0,0,1,0,8
402,phq,NB,4,0,0,1,0,8
403,phq,LR1,4,0,0,1,0,8
404,phq,SVC1,4,0,0,1,0,8
405,phq,kNN5,4,0,0,1,0,8
406,phq,RF,4,0,0,1,0,8
407,phq,XG,4,0,0,1,0,8
408,phq,NB,5,0,0,1,0,8
409,phq,LR1,5,0,0,1,0,8
410,phq,SVC1,5,0,0,1,0,8
411,phq,kNN5,5,0,0,1,0,8
412,phq,RF,5,0,0,1,0,8
413,phq,XG,5,0,0,1,0,8
414,phq,NB,6,0,0,1,0,8
415,phq,LR1,6,0,0,1,0,8
416,phq,SVC1,6,0,0,1,0,8
417,phq,kNN5,6,0,0,1,0,8
418,phq,RF,6,0,0,1,0,8
419,phq,XG,6,0,0,1,0,8
420,phq,NB,7,0,0,1,0,8
421,phq,LR1,7,0,0,1,0,8
422,phq,SVC1,7,0,0,1,0,8
423,phq,kNN5,7,0,0,1,0,8
424,phq,RF,7,0,0,1,0,8
425,phq,XG,7,0,0,1,0,8
426,phq,NB,8,0,0,1,0,8
427,phq,LR1,8,0,0,1,0,8
428,phq,SVC1,8,0,0,1,0,8
429,phq,kNN5,8,0,0,1,0,8
430,phq,RF,8,0,0,1,0,8
431,phq,XG,8,0,0,1,0,8
432,phq,NB,1,0,1,0,0,9
433,phq,LR1,1,0,1,0,0,9
434,phq,SVC1,1,0,0,1,0,9
435,phq,kNN5,1,0,0,1,0,9
436,phq,RF,1,0,1,0,0,9
437,phq,XG,1,0,1,0,0,9
438,phq,NB,2,0,1,0,0,9
439,phq,LR1,2,0,1,0,0,9
440,phq,SVC1,2,0,0,1,0,9
441,phq,kNN5,2,0,0,1,0,9
442,phq,RF,2,0,1,0,0,9
443,phq,XG,2,0,1,0,0,9
444,phq,NB,3,0,0,1,0,9
445,phq,LR1,3,0,1,0,0,9
446,phq,SVC1,3,0,0,1,0,9
447,phq,kNN5,3,0,0,1,0,9
448,phq,RF,3,0,0,1,0,9
449,phq,XG,3,0,0,1,0,9
450,phq,NB,4,0,0,1,0,9
451,phq,LR1,4,0,1,0,0,9
452,phq,SVC1,4,0,0,1,0,9
453,phq,kNN5,4,0,0,1,0,9
454,phq,RF,4,0,0,1,0,9
455,phq,XG,4,0,0,1,0,9
456,phq,NB,5,0,0,1,0,9
457,phq,LR1,5,0,1,0,0,9
458,phq,SVC1,5,0,1,0,0,9
459,phq,kNN5,5,0,0,1,0,9
460,phq,RF,5,0,0,1,0,9
461,phq,XG,5,0,0,1,0,9
462,phq,NB,6,0,1,0,0,9
463,phq,LR1,6,0,1,0,0,9
464,phq,SVC1,6,0,0,1,0,9
465,phq,kNN5,6,0,0,1,0,9
466,phq,RF,6,0,0,1,0,9
467,phq,XG,6,0,0,1,0,9
468,phq,NB,7,0,1,0,0,9
469,phq,LR1,7,0,1,0,0,9
470,phq,SVC1,7,0,1,0,0,9
471,phq,kNN5,7,0,0,1,0,9
472,phq,RF,7,0,0,1,0,9
473,phq,XG,7,0,0,1,0,9
474,phq,NB,8,0,1,0,0,9
475,phq,LR1,8,0,1,0,0,9
476,phq,SVC1,8,0,1,0,0,9
477,phq,kNN5,8,0,0,1,0,9
478,phq,RF,8,0,0,1,0,9
479,phq,XG,8,0,0,1,0,9
480,phq,NB,1,0,0,1,0,10
481,phq,LR1,1,0,0,1,0,10
482,phq,SVC1,1,0,0,1,0,10
483,phq,kNN5,1,0,0,1,0,10
484,phq,RF,1,0,0,1,0,10
485,phq,XG,1,0,0,1,0,10
486,phq,NB,2,0,0,1,0,10
487,phq,LR1,2,0,0,1,0,10
488,phq,SVC1,2,0,0,1,0,10
489,phq,kNN5,2,0,0,1,0,10
490,phq,RF,2,0,0,1,0,10
491,phq,XG,2,0,0,1,0,10
492,phq,NB,3,0,0,1,0,10
493,phq,LR1,3,0,0,1,0,10
494,phq,SVC1,3,0,0,1,0,10
495,phq,kNN5,3,0,0,1,0,10
496,phq,RF,3,0,0,1,0,10
497,phq,XG,3,0,0,1,0,10
498,phq,NB,4,0,0,1,0,10
499,phq,LR1,4,0,0,1,0,10
500,phq,SVC1,4,0,0,1,0,10
501,phq,kNN5,4,0,0,1,0,10
502,phq,RF,4,0,0,1,0,10
503,phq,XG,4,0,0,1,0,10
504,phq,NB,5,0,0,1,0,10
505,phq,LR1,5,0,0,1,0,10
506,phq,SVC1,5,0,0,1,0,10
507,phq,kNN5,5,0,0,1,0,10
508,phq,RF,5,0,0,1,0,10
509,phq,XG,5,0,0,1,0,10
510,phq,NB,6,0,0,1,0,10
511,phq,LR1,6,0,0,1,0,10
512,phq,SVC1,6,0,0,1,0,10
513,phq,kNN5,6,0,0,1,0,10
514,phq,RF,6,0,0,1,0,10
515,phq,XG,6,0,0,1,0,10
516,phq,NB,7,0,0,1,0,10
517,phq,LR1,7,0,0,1,0,10
518,phq,SVC1,7,0,0,1,0,10
519,phq,kNN5,7,0,0,1,0,10
520,phq,RF,7,0,0,1,0,10
521,phq,XG,7,0,0,1,0,10
522,phq,NB,8,0,0,1,0,10
523,phq,LR1,8,0,0,1,0,10
524,phq,SVC1,8,0,0,1,0,10
525,phq,kNN5,8,0,0,1,0,10
526,phq,RF,8,0,0,1,0,10
527,phq,XG,8,0,0,1,0,10
528,phq,NB,1,1,0,0,0,11
529,phq,LR1,1,1,0,0,0,11
530,phq,SVC1,1,0,0,0,1,11
531,phq,kNN5,1,1,0,0,0,11
532,phq,RF,1,0,0,0,1,11
533,phq,XG,1,0,0,0,1,11
534,phq,NB,2,1,0,0,0,11
535,phq,LR1,2,1,0,0,0,11
536,phq,SVC1,2,1,0,0,0,11
537,phq,kNN5,2,0,0,0,1,11
538,phq,RF,2,0,0,0,1,11
539,phq,XG,2,0,0,0,1,11
540,phq,NB,3,1,0,0,0,11
541,phq,LR1,3,1,0,0,0,11
542,phq,SVC1,3,1,0,0,0,11
543,phq,kNN5,3,0,0,0,1,11
544,phq,RF,3,1,0,0,0,11
545,phq,XG,3,1,0,0,0,11
546,phq,NB,4,1,0,0,0,11
547,phq,LR1,4,1,0,0,0,11
548,phq,SVC1,4,1,0,0,0,11
549,phq,kNN5,4,0,0,0,1,11
550,phq,RF,4,1,0,0,0,11
551,phq,XG,4,1,0,0,0,11
552,phq,NB,5,1,0,0,0,11
553,phq,LR1,5,1,0,0,0,11
554,phq,SVC1,5,1,0,0,0,11
555,phq,kNN5,5,0,0,0,1,11
556,phq,RF,5,1,0,0,0,11
557,phq,XG,5,1,0,0,0,11
558,phq,NB,6,1,0,0,0,11
559,phq,LR1,6,1,0,0,0,11
560,phq,SVC1,6,1,0,0,0,11
561,phq,kNN5,6,1,0,0,0,11
562,phq,RF,6,1,0,0,0,11
563,phq,XG,6,1,0,0,0,11
564,phq,NB,7,1,0,0,0,11
565,phq,LR1,7,1,0,0,0,11
566,phq,SVC1,7,1,0,0,0,11
567,phq,kNN5,7,1,0,0,0,11
568,phq,RF,7,1,0,0,0,11
569,phq,XG,7,1,0,0,0,11
570,phq,NB,8,1,0,0,0,11
571,phq,LR1,8,1,0,0,0,11
572,phq,SVC1,8,1,0,0,0,11
573,phq,kNN5,8,1,0,0,0,11
574,phq,RF,8,1,0,0,0,11
575,phq,XG,8,1,0,0,0,11
576,phq,NB,1,0,0,0,1,12
577,phq,LR1,1,0,0,0,1,12
578,phq,SVC1,1,0,0,0,1,12
579,phq,kNN5,1,0,0,0,1,12
580,phq,RF,1,1,0,0,0,12
581,phq,XG,1,1,0,0,0,12
582,phq,NB,2,0,0,0,1,12
583,phq,LR1,2,0,0,0,1,12
584,phq,SVC1,2,0,0,0,1,12
585,phq,kNN5,2,1,0,0,0,12
586,phq,RF,2,0,0,0,1,12
587,phq,XG,2,0,0,0,1,12
588,phq,NB,3,1,0,0,0,12
589,phq,LR1,3,1,0,0,0,12
590,phq,SVC1,3,1,0,0,0,12
591,phq,kNN5,3,1,0,0,0,12
592,phq,RF,3,0,0,0,1,12
593,phq,XG,3,0,0,0,1,12
594,phq,NB,4,1,0,0,0,12
595,phq,LR1,4,1,0,0,0,12
596,phq,SVC1,4,1,0,0,0,12
597,phq,kNN5,4,1,0,0,0,12
598,phq,RF,4,0,0,0,1,12
599,phq,XG,4,0,0,0,1,12
600,phq,NB,5,1,0,0,0,12
601,phq,LR1,5,1,0,0,0,12
602,phq,SVC1,5,1,0,0,0,12
603,phq,kNN5,5,1,0,0,0,12
604,phq,RF,5,1,0,0,0,12
605,phq,XG,5,0,0,0,1,12
606,phq,NB,6,1,0,0,0,12
607,phq,LR1,6,1,0,0,0,12
608,phq,SVC1,6,1,0,0,0,12
609,phq,kNN5,6,1,0,0,0,12
610,phq,RF,6,1,0,0,0,12
611,phq,XG,6,0,0,0,1,12
612,phq,NB,7,1,0,0,0,12
613,phq,LR1,7,1,0,0,0,12
614,phq,SVC1,7,1,0,0,0,12
615,phq,kNN5,7,1,0,0,0,12
616,phq,RF,7,1,0,0,0,12
617,phq,XG,7,1,0,0,0,12
618,phq,NB,8,1,0,0,0,12
619,phq,LR1,8,1,0,0,0,12
620,phq,SVC1,8,1,0,0,0,12
621,phq,kNN5,8,1,0,0,0,12
622,phq,RF,8,1,0,0,0,12
623,phq,XG,8,1,0,0,0,12
624,phq,NB,1,1,0,0,0,13
625,phq,LR1,1,1,0,0,0,13
626,phq,SVC1,1,1,0,0,0,13
627,phq,kNN5,1,1,0,0,0,13
628,phq,RF,1,1,0,0,0,13
629,phq,XG,1,1,0,0,0,13
630,phq,NB,2,1,0,0,0,13
631,phq,LR1,2,1,0,0,0,13
632,phq,SVC1,2,1,0,0,0,13
633,phq,kNN5,2,1,0,0,0,13
634,phq,RF,2,1,0,0,0,13
635,phq,XG,2,1,0,0,0,13
636,phq,NB,3,1,0,0,0,13
637,phq,LR1,3,1,0,0,0,13
638,phq,SVC1,3,1,0,0,0,13
639,phq,kNN5,3,1,0,0,0,13
640,phq,RF,3,1,0,0,0,13
641,phq,XG,3,1,0,0,0,13
642,phq,NB,4,1,0,0,0,13
643,phq,LR1,4,1,0,0,0,13
644,phq,SVC1,4,1,0,0,0,13
645,phq,kNN5,4,1,0,0,0,13
646,phq,RF,4,1,0,0,0,13
647,phq,XG,4,1,0,0,0,13
648,phq,NB,5,1,0,0,0,13
649,phq,LR1,5,1,0,0,0,13
650,phq,SVC1,5,1,0,0,0,13
651,phq,kNN5,5,1,0,0,0,13
652,phq,RF,5,1,0,0,0,13
653,phq,XG,5,1,0,0,0,13
654,phq,NB,6,1,0,0,0,13
655,phq,LR1,6,1,0,0,0,13
656,phq,SVC1,6,1,0,0,0,13
657,phq,kNN5,6,1,0,0,0,13
658,phq,RF,6,1,0,0,0,13
659,phq,XG,6,1,0,0,0,13
660,phq,NB,7,1,0,0,0,13
661,phq,LR1,7,1,0,0,0,13
662,phq,SVC1,7,1,0,0,0,13
663,phq,kNN5,7,1,0,0,0,13
664,phq,RF,7,1,0,0,0,13
665,phq,XG,7,1,0,0,0,13
666,phq,NB,8,1,0,0,0,13
667,phq,LR1,8,1,0,0,0,13
